Yr,Seas,FltSvy,Gender,Part,Nsamp,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,68,72,76,80,90,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,68,72,76,80,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,7,1,3,0,75,0,0,0,0,0,0,0,0,0,2,3,1,1,0,1,5,2,1,2,11,6,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,3,2,3,6,8,4,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,7,1,3,0,75,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,3,2,3,4,4,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,4,0,6,2,7,5,10,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,7,1,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3,3,5,8,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,3,2,1,7,3,3,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,7,1,3,0,75,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1,4,0,8,5,7,7,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,2,0,2,4,1,9,2,3,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,7,1,3,0,75,0,0,0,0,0,0,0,2,1,0,0,2,1,0,1,3,4,2,4,10,9,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,2,4,0,5,3,3,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,7,1,3,0,75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,4,6,9,5,2,5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,2,2,2,4,6,2,4,6,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,7,1,3,0,75,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,2,4,3,11,3,3,0,0,0,0,0,0,1,1,0,1,2,1,2,0,5,3,2,0,1,4,10,3,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,7,1,3,0,75,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,1,1,3,4,4,5,2,4,0,0,0,0,0,0,0,0,2,1,0,1,0,3,1,0,3,6,4,2,12,4,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,7,1,3,0,75,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,1,2,2,3,7,4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,0,0,2,2,10,9,4,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
